txn_id,member_id,ticker,txn_date,txn_type,quantity,percentage_fee,txn_time
25,6512bd,ETH,01-01-2017,BUY,50,0.3,2017-01-01T00:00:00.000Z
26,c20ad4,ETH,01-01-2017,BUY,50,0.3,2017-01-01T00:00:00.000Z
27,c51ce4,ETH,01-01-2017,BUY,50,0.3,2017-01-01T00:00:00.000Z
28,aab323,ETH,01-01-2017,BUY,50,0.01,2017-01-01T00:00:00.000Z
29,aab323,ETH,01-01-2017,SELL,9.562185136,0.3,2017-01-01T01:22:32.097Z
30,6512bd,ETH,01-01-2017,BUY,8.842987018,0.3,2017-01-01T06:22:20.203Z
31,6512bd,BTC,01-01-2017,BUY,2.271062586,0.21,2017-01-01T06:40:48.692Z
32,c20ad4,BTC,01-01-2017,BUY,6.101895756,0.3,2017-01-01T07:13:52.126Z
33,c20ad4,ETH,01-01-2017,SELL,1.146313066,0.3,2017-01-01T07:14:37.891Z
34,c9f0f8,ETH,01-01-2017,BUY,7.511535595,0.3,2017-01-01T10:04:32.111Z
35,6512bd,BTC,01-01-2017,BUY,6.73841781,0.3,2017-01-01T11:00:14.003Z
36,6512bd,BTC,01-01-2017,BUY,9.378757912,0.3,2017-01-01T12:03:33.017Z
37,c20ad4,BTC,01-01-2017,BUY,4.394808986,0.3,2017-01-01T13:23:05.640Z
38,45c48c,BTC,01-01-2017,BUY,4.666031683,0.3,2017-01-01T16:15:42.161Z
39,c20ad4,BTC,01-01-2017,BUY,3.563597579,0.25,2017-01-01T16:23:16.957Z
40,c20ad4,ETH,01-01-2017,BUY,3.531484029,0.3,2017-01-01T16:50:56.617Z
41,a87ff6,ETH,01-01-2017,BUY,1.98666102,0.3,2017-01-01T17:39:10.894Z
42,c81e72,ETH,01-01-2017,BUY,2.156824502,0.3,2017-01-01T22:08:29.987Z
43,8f14e4,BTC,01-01-2017,BUY,4.112440109,0.3,2017-01-01T22:19:46.693Z
44,c51ce4,ETH,01-01-2017,SELL,8.889890678,0.24,2017-01-01T22:22:56.373Z
45,167909,BTC,01-01-2017,BUY,8.129992969,0.28,2017-01-01T22:44:57.081Z
46,eccbc8,BTC,02-01-2017,BUY,3.729789722,0.23,2017-01-02T00:36:35.327Z
47,45c48c,ETH,02-01-2017,BUY,1.443256636,0.3,2017-01-02T01:32:36.586Z
48,d3d944,ETH,02-01-2017,SELL,8.339030859,0.3,2017-01-02T03:43:46.365Z
49,a87ff6,ETH,02-01-2017,BUY,8.786735207,0.3,2017-01-02T04:48:50.045Z
50,c51ce4,BTC,02-01-2017,BUY,1.695672235,0.08,2017-01-02T05:47:52.702Z
51,167909,BTC,02-01-2017,BUY,4.732996255,0.3,2017-01-02T08:23:56.047Z
52,e4da3b,ETH,02-01-2017,BUY,1.371663219,0.3,2017-01-02T08:36:54.590Z
53,a87ff6,BTC,02-01-2017,BUY,5.959804819,0.3,2017-01-02T09:55:27.347Z
54,aab323,ETH,02-01-2017,BUY,9.810761938,0.3,2017-01-02T11:02:15.444Z
55,6512bd,BTC,02-01-2017,BUY,5.543838119,0.3,2017-01-02T11:12:42.895Z
56,d3d944,BTC,02-01-2017,SELL,0.617022836,0.18,2017-01-02T11:47:14.983Z
57,d3d944,BTC,02-01-2017,BUY,8.675939586,0.3,2017-01-02T14:02:49.858Z
58,aab323,BTC,02-01-2017,BUY,0.150368926,0.3,2017-01-02T14:40:12.812Z
59,c4ca42,BTC,02-01-2017,BUY,6.079650398,0.3,2017-01-02T14:57:58.581Z
60,a87ff6,BTC,02-01-2017,BUY,9.011177226,0.3,2017-01-02T17:16:29.063Z
61,aab323,BTC,02-01-2017,BUY,1.029599926,0.05,2017-01-02T19:45:03.907Z
62,c20ad4,ETH,02-01-2017,SELL,3.687415614,0.3,2017-01-02T20:39:20.102Z
63,6512bd,ETH,02-01-2017,BUY,5.043726097,0.07,2017-01-02T20:48:13.480Z
64,a87ff6,ETH,02-01-2017,BUY,1.377159083,0.01,2017-01-02T20:49:33.772Z
65,6512bd,BTC,02-01-2017,BUY,3.012760299,0.3,2017-01-02T21:00:49.342Z
66,c4ca42,BTC,02-01-2017,BUY,1.194319601,0.18,2017-01-02T21:05:35.110Z
67,c51ce4,BTC,02-01-2017,SELL,6.14200575,0.3,2017-01-02T21:52:03.560Z
68,aab323,BTC,02-01-2017,BUY,8.876596041,0.05,2017-01-02T22:57:52.892Z
69,c51ce4,BTC,03-01-2017,BUY,1.791975102,0.11,2017-01-03T00:44:20.879Z
70,45c48c,ETH,03-01-2017,BUY,7.265296941,0.3,2017-01-03T02:01:39.028Z
71,c51ce4,ETH,03-01-2017,BUY,0.494025068,0.3,2017-01-03T02:20:00.282Z
72,8f14e4,ETH,03-01-2017,BUY,5.469869519,0.3,2017-01-03T03:11:50.133Z
73,8f14e4,BTC,03-01-2017,SELL,3.704582949,0.3,2017-01-03T04:40:59.433Z
74,e4da3b,BTC,03-01-2017,SELL,5.375890939,0.29,2017-01-03T06:24:45.189Z
75,d3d944,ETH,03-01-2017,BUY,1.248782979,0.3,2017-01-03T08:48:43.360Z
76,eccbc8,ETH,03-01-2017,SELL,6.681740169,0.3,2017-01-03T08:53:08.837Z
77,a87ff6,BTC,03-01-2017,BUY,3.807694538,0.3,2017-01-03T12:30:20.779Z
78,aab323,ETH,03-01-2017,SELL,1.120028576,0.3,2017-01-03T12:58:05.762Z
79,aab323,ETH,03-01-2017,BUY,0.451011553,0.3,2017-01-03T13:21:58.579Z
80,c20ad4,BTC,03-01-2017,BUY,9.201727658,0.3,2017-01-03T14:53:13.801Z
81,d3d944,ETH,03-01-2017,SELL,3.441259193,0.3,2017-01-03T14:58:47.904Z
82,e4da3b,BTC,03-01-2017,BUY,5.159655392,0.3,2017-01-03T16:02:59.740Z
83,c9f0f8,BTC,03-01-2017,BUY,2.22039025,0.3,2017-01-03T17:44:37.347Z
84,c9f0f8,ETH,03-01-2017,BUY,1.14515606,0.3,2017-01-03T20:41:54.097Z
85,eccbc8,BTC,04-01-2017,BUY,9.316518093,0.01,2017-01-04T01:41:45.196Z
86,c4ca42,BTC,04-01-2017,BUY,7.736987566,0.3,2017-01-04T01:54:24.431Z
87,d3d944,BTC,04-01-2017,BUY,9.147450149,0.3,2017-01-04T06:18:46.111Z
88,d3d944,ETH,04-01-2017,SELL,9.402255852,0.14,2017-01-04T07:04:18.643Z
89,a87ff6,BTC,04-01-2017,BUY,5.686772069,0,2017-01-04T08:13:07.752Z
90,c20ad4,BTC,04-01-2017,BUY,1.315816748,0.3,2017-01-04T10:07:38.043Z
91,8f14e4,ETH,04-01-2017,BUY,2.639010923,0.3,2017-01-04T11:17:42.667Z
92,c9f0f8,ETH,04-01-2017,BUY,9.448890603,0.02,2017-01-04T12:12:53.568Z
93,a87ff6,BTC,04-01-2017,BUY,8.137724997,0.3,2017-01-04T12:25:48.367Z
94,c9f0f8,ETH,04-01-2017,BUY,4.181393763,0.3,2017-01-04T15:45:36.376Z
95,e4da3b,BTC,04-01-2017,BUY,2.927012834,0.02,2017-01-04T16:21:04.107Z
96,aab323,ETH,04-01-2017,BUY,7.637093177,0.3,2017-01-04T16:57:56.062Z
97,a87ff6,ETH,04-01-2017,BUY,9.12200761,0.3,2017-01-04T19:08:19.353Z
98,c51ce4,BTC,04-01-2017,BUY,7.328769521,0.3,2017-01-04T19:19:42.179Z
99,6512bd,ETH,04-01-2017,BUY,1.831004047,0.3,2017-01-04T22:04:12.689Z
100,c20ad4,BTC,04-01-2017,BUY,8.782296318,0.2,2017-01-04T23:32:58.542Z
101,c20ad4,BTC,04-01-2017,BUY,8.742448545,0.3,2017-01-04T23:42:06.331Z
102,c9f0f8,BTC,05-01-2017,BUY,2.61926013,0.3,2017-01-05T00:40:34.994Z
103,c51ce4,BTC,05-01-2017,BUY,1.510491952,0.3,2017-01-05T01:29:23.674Z
104,c4ca42,ETH,05-01-2017,BUY,4.695261363,0.3,2017-01-05T01:29:25.406Z
105,167909,BTC,05-01-2017,BUY,6.413918106,0.3,2017-01-05T02:56:10.921Z
106,eccbc8,BTC,05-01-2017,BUY,9.808394015,0.25,2017-01-05T06:53:59.499Z
107,c4ca42,BTC,05-01-2017,BUY,1.032755811,0.3,2017-01-05T07:14:24.699Z
108,a87ff6,BTC,05-01-2017,BUY,9.49645508,0.3,2017-01-05T08:48:48.061Z
109,c51ce4,BTC,05-01-2017,SELL,4.718667989,0.3,2017-01-05T13:40:23.528Z
110,d3d944,BTC,05-01-2017,BUY,7.683720954,0.3,2017-01-05T14:18:26.996Z
111,167909,ETH,05-01-2017,SELL,3.827914944,0.3,2017-01-05T17:40:57.753Z
112,c9f0f8,BTC,05-01-2017,BUY,4.888776093,0.3,2017-01-05T20:25:27.621Z
113,a87ff6,BTC,06-01-2017,BUY,5.529125393,0.3,2017-01-06T00:30:19.958Z
114,c20ad4,BTC,06-01-2017,BUY,8.524945201,0.11,2017-01-06T01:42:12.202Z
115,d3d944,BTC,06-01-2017,BUY,1.748322551,0.3,2017-01-06T01:49:21.126Z
116,c20ad4,BTC,06-01-2017,BUY,6.991081482,0.3,2017-01-06T05:39:55.151Z
117,45c48c,ETH,06-01-2017,SELL,0.216761159,0.24,2017-01-06T08:54:41.545Z
118,45c48c,ETH,06-01-2017,BUY,7.081232951,0.3,2017-01-06T09:52:48.982Z
119,c20ad4,BTC,06-01-2017,BUY,6.590810059,0.3,2017-01-06T10:37:24.899Z
120,45c48c,BTC,06-01-2017,BUY,7.658162014,0.3,2017-01-06T13:59:19.572Z
121,c20ad4,BTC,06-01-2017,BUY,2.566599204,0.3,2017-01-06T17:43:20.937Z
122,c81e72,ETH,06-01-2017,BUY,5.442763598,0.3,2017-01-06T18:28:50.512Z
123,c20ad4,BTC,06-01-2017,SELL,6.994794002,0.3,2017-01-06T19:06:23.905Z
124,8f14e4,ETH,06-01-2017,BUY,4.824041122,0.3,2017-01-06T21:11:21.610Z
125,eccbc8,BTC,07-01-2017,BUY,0.328722011,0.3,2017-01-07T00:38:45.003Z
126,eccbc8,BTC,07-01-2017,BUY,2.394607993,0.3,2017-01-07T01:02:11.353Z
127,c20ad4,BTC,07-01-2017,BUY,5.067220196,0.3,2017-01-07T01:33:29.620Z
128,c51ce4,ETH,07-01-2017,BUY,8.02977034,0.3,2017-01-07T02:57:39.878Z
129,c51ce4,BTC,07-01-2017,BUY,9.909703431,0.26,2017-01-07T04:24:10.177Z
130,eccbc8,BTC,07-01-2017,BUY,9.29903604,0.3,2017-01-07T04:45:17.270Z
131,c4ca42,ETH,07-01-2017,BUY,9.30924649,0.3,2017-01-07T13:48:05.184Z
132,c4ca42,ETH,07-01-2017,BUY,5.262305575,0.3,2017-01-07T15:40:06.195Z
133,e4da3b,ETH,07-01-2017,BUY,9.252025301,0.15,2017-01-07T17:46:33.855Z
134,aab323,ETH,07-01-2017,BUY,7.527802167,0.3,2017-01-07T19:21:18.391Z
135,c4ca42,BTC,07-01-2017,SELL,8.152112423,0.3,2017-01-07T19:51:07.812Z
136,aab323,ETH,07-01-2017,SELL,9.318654245,0.3,2017-01-07T21:02:50.845Z
137,c20ad4,BTC,07-01-2017,BUY,4.560200717,0.3,2017-01-07T21:45:56.144Z
138,8f14e4,BTC,07-01-2017,SELL,5.961701501,0.3,2017-01-07T22:30:08.960Z
139,c51ce4,ETH,08-01-2017,BUY,7.420962763,0.19,2017-01-08T00:46:18.526Z
140,c51ce4,ETH,08-01-2017,BUY,5.520296979,0.3,2017-01-08T08:56:05.594Z
141,a87ff6,ETH,08-01-2017,BUY,6.162979054,0.3,2017-01-08T09:46:28.002Z
142,c9f0f8,ETH,08-01-2017,BUY,0.915733416,0.3,2017-01-08T11:32:48.813Z
143,aab323,ETH,08-01-2017,BUY,2.645802796,0.3,2017-01-08T12:29:44.225Z
144,c81e72,ETH,08-01-2017,BUY,5.968809629,0.16,2017-01-08T15:33:09.423Z
145,c51ce4,ETH,08-01-2017,BUY,3.996686742,0.05,2017-01-08T17:30:06.433Z
146,a87ff6,BTC,08-01-2017,BUY,0.736037551,0.08,2017-01-08T18:24:36.051Z
147,c81e72,ETH,08-01-2017,BUY,8.358438375,0.28,2017-01-08T18:39:25.873Z
148,d3d944,BTC,08-01-2017,SELL,8.742989481,0.3,2017-01-08T22:00:51.472Z
149,a87ff6,BTC,09-01-2017,BUY,4.507221468,0,2017-01-09T01:41:19.114Z
150,c4ca42,BTC,09-01-2017,BUY,8.691715683,0.3,2017-01-09T02:28:54.541Z
151,8f14e4,ETH,09-01-2017,BUY,5.238984201,0.3,2017-01-09T09:19:41.038Z
152,6512bd,BTC,09-01-2017,BUY,4.333978386,0.3,2017-01-09T13:06:32.430Z
153,c20ad4,ETH,09-01-2017,BUY,9.839055178,0.3,2017-01-09T14:51:47.161Z
154,c81e72,ETH,09-01-2017,SELL,3.103241097,0.3,2017-01-09T15:15:10.343Z
155,aab323,ETH,09-01-2017,BUY,3.800233529,0.29,2017-01-09T18:18:19.514Z
156,e4da3b,BTC,09-01-2017,SELL,2.993157957,0.23,2017-01-09T22:51:48.830Z
157,c81e72,ETH,10-01-2017,BUY,7.61333838,0.3,2017-01-10T01:18:46.659Z
158,e4da3b,BTC,10-01-2017,BUY,6.034007635,0.3,2017-01-10T02:16:59.188Z
159,c4ca42,ETH,10-01-2017,BUY,1.123207309,0.3,2017-01-10T03:19:23.407Z
160,c81e72,ETH,10-01-2017,BUY,8.475356952,0.2,2017-01-10T04:35:43.738Z
161,c51ce4,BTC,10-01-2017,BUY,4.721709977,0.09,2017-01-10T07:46:19.018Z
162,c4ca42,ETH,10-01-2017,BUY,0.71139261,0.11,2017-01-10T09:52:25.097Z
163,c9f0f8,BTC,10-01-2017,BUY,5.640088232,0.3,2017-01-10T13:13:07.314Z
164,c81e72,ETH,10-01-2017,BUY,9.029274669,0.3,2017-01-10T14:07:46.407Z
165,eccbc8,BTC,10-01-2017,BUY,6.893252223,0.28,2017-01-10T14:34:51.931Z
166,d3d944,ETH,10-01-2017,BUY,0.234813764,0.3,2017-01-10T18:40:12.004Z
167,45c48c,ETH,10-01-2017,BUY,2.016944352,0.06,2017-01-10T20:32:14.917Z
168,e4da3b,BTC,10-01-2017,SELL,4.204410122,0.3,2017-01-10T21:00:50.633Z
169,8f14e4,BTC,10-01-2017,BUY,7.359569057,0.02,2017-01-10T23:53:48.605Z
170,d3d944,ETH,11-01-2017,SELL,1.87486512,0.3,2017-01-11T03:29:39.855Z
171,8f14e4,ETH,11-01-2017,BUY,9.081826003,0.1,2017-01-11T04:14:15.101Z
172,eccbc8,BTC,11-01-2017,BUY,0.589458268,0.3,2017-01-11T04:54:52.416Z
173,6512bd,BTC,11-01-2017,BUY,4.163258215,0.09,2017-01-11T07:08:28.934Z
174,c20ad4,ETH,11-01-2017,BUY,5.164792996,0.3,2017-01-11T14:25:25.271Z
175,aab323,BTC,11-01-2017,BUY,3.019165118,0.3,2017-01-11T14:57:35.984Z
176,a87ff6,ETH,11-01-2017,BUY,0.957248723,0.3,2017-01-11T16:59:22.025Z
177,c81e72,ETH,11-01-2017,BUY,0.306839802,0.3,2017-01-11T17:54:40.081Z
178,eccbc8,ETH,11-01-2017,BUY,5.418595813,0.3,2017-01-11T19:32:46.007Z
179,c9f0f8,BTC,11-01-2017,SELL,9.646489233,0.3,2017-01-11T22:38:53.674Z
180,c20ad4,BTC,12-01-2017,BUY,9.589518817,0.3,2017-01-12T00:09:37.016Z
181,c51ce4,BTC,12-01-2017,BUY,6.413569279,0.21,2017-01-12T04:05:16.389Z
182,e4da3b,ETH,12-01-2017,BUY,4.340839914,0.3,2017-01-12T04:33:22.366Z
183,c9f0f8,ETH,12-01-2017,BUY,9.810114016,0.3,2017-01-12T04:51:03.090Z
184,a87ff6,BTC,12-01-2017,BUY,5.291091629,0.3,2017-01-12T05:27:14.013Z
185,c9f0f8,BTC,12-01-2017,BUY,8.988048973,0.3,2017-01-12T09:23:26.553Z
186,c81e72,ETH,12-01-2017,BUY,1.997107009,0.08,2017-01-12T09:33:20.193Z
187,c4ca42,ETH,12-01-2017,BUY,1.888245336,0.04,2017-01-12T13:06:42.697Z
188,c81e72,ETH,12-01-2017,BUY,8.669671457,0.3,2017-01-12T14:16:28.450Z
189,c51ce4,BTC,12-01-2017,BUY,8.052187197,0.3,2017-01-12T15:00:37.140Z
190,eccbc8,BTC,12-01-2017,BUY,7.308723334,0.3,2017-01-12T17:07:59.595Z
191,c20ad4,BTC,12-01-2017,BUY,3.826909363,0.3,2017-01-12T17:26:38.396Z
192,167909,BTC,12-01-2017,BUY,0.869539982,0.3,2017-01-12T18:23:21.316Z
193,eccbc8,ETH,12-01-2017,BUY,0.229272432,0.3,2017-01-12T18:31:45.120Z
194,e4da3b,ETH,12-01-2017,BUY,9.021100733,0.3,2017-01-12T18:37:54.216Z
195,c9f0f8,BTC,12-01-2017,BUY,7.449479697,0.3,2017-01-12T20:25:28.432Z
196,c20ad4,BTC,12-01-2017,BUY,5.246779176,0.3,2017-01-12T20:28:30.938Z
197,45c48c,BTC,12-01-2017,SELL,6.879623184,0.3,2017-01-12T20:57:09.159Z
198,6512bd,ETH,12-01-2017,BUY,8.230547959,0.19,2017-01-12T21:51:57.805Z
199,eccbc8,ETH,12-01-2017,SELL,0.197172458,0.24,2017-01-12T23:02:16.869Z
200,8f14e4,ETH,12-01-2017,SELL,1.451314716,0.3,2017-01-12T23:35:40.393Z
201,c9f0f8,ETH,13-01-2017,BUY,2.334927097,0.11,2017-01-13T00:47:48.118Z
202,8f14e4,ETH,13-01-2017,BUY,9.086637913,0.3,2017-01-13T00:57:58.735Z
203,d3d944,BTC,13-01-2017,BUY,6.317224305,0.3,2017-01-13T01:28:33.555Z
204,c4ca42,BTC,13-01-2017,BUY,3.146921334,0.3,2017-01-13T01:52:44.243Z
205,c81e72,BTC,13-01-2017,SELL,7.246759355,0.3,2017-01-13T02:13:28.032Z
206,8f14e4,ETH,13-01-2017,BUY,9.940174328,0.3,2017-01-13T04:29:24.335Z
207,45c48c,ETH,13-01-2017,BUY,8.64179553,0.3,2017-01-13T04:59:52.410Z
208,eccbc8,ETH,13-01-2017,BUY,7.417078892,0.3,2017-01-13T06:03:57.138Z
209,a87ff6,BTC,13-01-2017,SELL,4.636264711,0.3,2017-01-13T06:22:29.427Z
210,8f14e4,BTC,13-01-2017,BUY,3.810775206,0.3,2017-01-13T07:08:23.156Z
211,167909,BTC,13-01-2017,SELL,3.301942978,0.3,2017-01-13T07:12:25.353Z
212,e4da3b,ETH,13-01-2017,SELL,6.735408512,0.3,2017-01-13T08:39:49.297Z
213,45c48c,ETH,13-01-2017,BUY,9.629500897,0.02,2017-01-13T11:25:09.704Z
214,c81e72,ETH,13-01-2017,BUY,4.265457541,0.3,2017-01-13T12:21:35.596Z
215,e4da3b,BTC,13-01-2017,SELL,6.162022162,0.3,2017-01-13T13:01:18.628Z
216,c9f0f8,BTC,13-01-2017,SELL,7.552700346,0.03,2017-01-13T13:38:50.721Z
217,c20ad4,BTC,13-01-2017,BUY,7.454103196,0.03,2017-01-13T14:48:13.391Z
218,c4ca42,ETH,13-01-2017,BUY,8.353004877,0.3,2017-01-13T23:28:06.518Z
219,c51ce4,BTC,14-01-2017,SELL,1.983480453,0.3,2017-01-14T01:48:45.083Z
220,aab323,BTC,14-01-2017,BUY,1.075391384,0.3,2017-01-14T03:35:02.414Z
221,a87ff6,BTC,14-01-2017,BUY,1.897913166,0.3,2017-01-14T03:40:24.876Z
222,aab323,BTC,14-01-2017,BUY,3.417044162,0.3,2017-01-14T04:06:12.118Z
223,8f14e4,ETH,14-01-2017,BUY,4.399197787,0.3,2017-01-14T07:23:21.027Z
224,d3d944,BTC,14-01-2017,SELL,1.303144203,0.3,2017-01-14T09:06:12.788Z
225,e4da3b,BTC,14-01-2017,BUY,2.108299027,0.09,2017-01-14T10:14:02.169Z
226,d3d944,BTC,14-01-2017,BUY,1.546251196,0.3,2017-01-14T12:53:02.916Z
227,c20ad4,BTC,14-01-2017,SELL,0.382333792,0.07,2017-01-14T13:34:14.930Z
228,c20ad4,BTC,14-01-2017,BUY,3.519791301,0.3,2017-01-14T13:34:29.797Z
229,45c48c,BTC,14-01-2017,BUY,7.186157457,0.3,2017-01-14T15:48:18.990Z
230,aab323,ETH,14-01-2017,BUY,4.579590203,0.3,2017-01-14T16:51:39.925Z
231,167909,BTC,14-01-2017,BUY,3.918925893,0.3,2017-01-14T17:08:53.570Z
232,8f14e4,ETH,14-01-2017,BUY,3.197578705,0.3,2017-01-14T17:10:35.689Z
233,c81e72,BTC,14-01-2017,SELL,6.665718671,0.11,2017-01-14T21:55:57.782Z
234,a87ff6,ETH,14-01-2017,BUY,9.482541016,0.3,2017-01-14T22:17:25.335Z
235,167909,BTC,15-01-2017,BUY,1.208007039,0.3,2017-01-15T01:16:21.329Z
236,c9f0f8,BTC,15-01-2017,BUY,5.050238836,0.3,2017-01-15T06:00:40.738Z
237,c9f0f8,BTC,15-01-2017,BUY,2.062699503,0.19,2017-01-15T08:04:45.906Z
238,aab323,BTC,15-01-2017,BUY,0.097142343,0.3,2017-01-15T10:36:59.738Z
239,c4ca42,ETH,15-01-2017,BUY,1.567489737,0.3,2017-01-15T12:23:12.235Z
240,c81e72,BTC,15-01-2017,BUY,6.374597765,0.2,2017-01-15T14:21:33.829Z
241,a87ff6,BTC,15-01-2017,BUY,0.980602936,0.3,2017-01-15T15:16:35.397Z
242,eccbc8,BTC,15-01-2017,BUY,5.757628276,0.17,2017-01-15T18:25:06.100Z
243,167909,ETH,15-01-2017,BUY,7.90781697,0.14,2017-01-15T18:43:44.462Z
244,6512bd,ETH,15-01-2017,BUY,3.129404495,0.3,2017-01-15T20:04:52.523Z
245,d3d944,ETH,15-01-2017,BUY,1.638170689,0.04,2017-01-15T20:57:33.299Z
246,8f14e4,ETH,15-01-2017,SELL,0.745430284,0.3,2017-01-15T21:06:57.189Z
247,aab323,BTC,15-01-2017,BUY,6.936108638,0.22,2017-01-15T22:44:30.588Z
248,c51ce4,BTC,16-01-2017,BUY,1.703682285,0.3,2017-01-16T00:31:09.894Z
249,c51ce4,BTC,16-01-2017,BUY,9.450725644,0.16,2017-01-16T01:29:58.836Z
250,6512bd,ETH,16-01-2017,BUY,7.203500883,0.07,2017-01-16T03:08:27.260Z
251,aab323,BTC,16-01-2017,BUY,5.39927505,0.12,2017-01-16T04:28:57.721Z
252,d3d944,BTC,16-01-2017,SELL,7.831904367,0.3,2017-01-16T07:22:39.212Z
253,6512bd,ETH,16-01-2017,BUY,3.588539659,0.19,2017-01-16T08:10:48.280Z
254,6512bd,ETH,16-01-2017,SELL,5.263015788,0.3,2017-01-16T09:41:29.601Z
255,c81e72,ETH,16-01-2017,BUY,6.197853076,0.3,2017-01-16T10:05:35.672Z
256,c81e72,ETH,16-01-2017,BUY,2.042522171,0.03,2017-01-16T10:24:35.949Z
257,a87ff6,BTC,16-01-2017,BUY,1.874911944,0.26,2017-01-16T12:40:01.797Z
258,45c48c,BTC,16-01-2017,BUY,6.103714166,0.2,2017-01-16T13:05:55.063Z
259,a87ff6,ETH,16-01-2017,BUY,6.678142112,0.19,2017-01-16T13:47:33.035Z
260,c81e72,ETH,16-01-2017,BUY,1.495728145,0.3,2017-01-16T15:43:14.381Z
261,6512bd,BTC,16-01-2017,BUY,2.758207907,0.3,2017-01-16T17:28:09.077Z
262,c9f0f8,ETH,16-01-2017,BUY,8.350272404,0.3,2017-01-16T18:19:25.160Z
263,d3d944,BTC,16-01-2017,BUY,4.549590584,0.3,2017-01-16T21:57:50.434Z
264,aab323,ETH,16-01-2017,BUY,2.53023996,0.01,2017-01-16T23:11:54.369Z
265,aab323,BTC,16-01-2017,BUY,1.139605542,0.3,2017-01-16T23:57:45.593Z
266,45c48c,BTC,17-01-2017,BUY,8.073438601,0.3,2017-01-17T00:14:18.618Z
267,6512bd,ETH,17-01-2017,SELL,6.624875313,0.3,2017-01-17T00:29:01.846Z
268,aab323,ETH,17-01-2017,SELL,9.831352487,0.3,2017-01-17T00:35:52.176Z
269,e4da3b,BTC,17-01-2017,BUY,5.85904889,0.3,2017-01-17T01:45:31.405Z
270,eccbc8,BTC,17-01-2017,BUY,3.522104077,0.11,2017-01-17T02:52:36.548Z
271,c51ce4,BTC,17-01-2017,SELL,5.491926858,0.25,2017-01-17T03:35:28.278Z
272,eccbc8,ETH,17-01-2017,BUY,0.511863332,0.3,2017-01-17T08:39:50.961Z
273,c9f0f8,ETH,17-01-2017,BUY,4.852336186,0.3,2017-01-17T17:08:41.732Z
274,eccbc8,BTC,17-01-2017,BUY,2.391752291,0.3,2017-01-17T21:37:06.521Z
275,a87ff6,BTC,17-01-2017,BUY,2.945331173,0.15,2017-01-17T22:22:00.951Z
276,d3d944,ETH,17-01-2017,BUY,6.993049955,0.07,2017-01-17T23:05:59.584Z
277,aab323,ETH,18-01-2017,BUY,7.003091353,0.3,2017-01-18T04:29:45.938Z
278,45c48c,BTC,18-01-2017,BUY,2.261531286,0.3,2017-01-18T04:57:48.290Z
279,45c48c,ETH,18-01-2017,BUY,7.264376987,0.19,2017-01-18T06:21:52.759Z
280,d3d944,ETH,18-01-2017,SELL,9.730505191,0.3,2017-01-18T07:19:42.188Z
281,a87ff6,ETH,18-01-2017,BUY,9.936327601,0.3,2017-01-18T08:10:43.158Z
282,d3d944,ETH,18-01-2017,SELL,1.149248469,0.3,2017-01-18T10:15:27.526Z
283,d3d944,BTC,18-01-2017,BUY,4.526181032,0.3,2017-01-18T16:07:15.432Z
